filename,B_mean,B_std,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,G_mean,G_std,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,R_mean,R_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,H_mean,H_std,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_mean,S_std,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_mean,V_std,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,area,perimeter,aspect_ratio,extent,solidity,equivalent_diameter,eccentricity,bbox_area,hu1,hu2,hu3,hu4,hu5,hu6,hu7,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,img_width,img_height,mask_pixel_count,label
dataset\doubletail\dt2.png,252.58116929723226,11.571815866342947,8.202716708183289e-05,0.00025291708880104125,0.00035545104765333235,0.0005605189362540841,0.0014218041906133294,0.005263409577310085,0.019290054216980934,0.9727737903594971,249.0521214275461,22.274221275476858,0.0007587512955069542,0.0008066004374995828,0.0015106669161468744,0.003602359676733613,0.009098179638385773,0.02259848453104496,0.03306378424167633,0.9285611510276794,244.52218493024273,34.60396297406529,0.0016405433416366577,0.003322100266814232,0.00823005847632885,0.015831243246793747,0.022769372910261154,0.026734020560979843,0.018920931965112686,0.9025517106056213,10.660359689117046,31.11277519086764,0.8943079710006714,0.0005058341776020825,0.021019460633397102,0.08404366672039032,0.00011620514851529151,6.835597105236957e-06,0.0,0.0,9.151230749249793,30.95498502788344,0.9075143933296204,0.02311115339398384,0.028176331892609596,0.01972069777548313,0.01354131754487753,0.005003657191991806,0.0020711859688162804,0.0008612852543592453,252.611710744875,11.513474983935545,8.202716708183289e-05,0.00025291708880104125,0.00035545104765333235,0.0005605189362540841,0.0014081329572945833,0.005201889201998711,0.018893590196967125,0.9732455015182495,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.43303872960237627,186300.0,3.0058869382531963,7.982212144619574,12.60970011898847,11.39758705869241,24.405317417015723,15.598207709336142,23.403372159614047,35.674572508001965,2.3251835075190015,0.7445387792903685,0.6977834648991754,0.9073337638980384,0.4869033405375607,0.008838426992405652,0.010848092526641739,0.005905955855714217,0.013596002542842104,0.01758799122309338,0.02875052121427546,0.007478143178415919,0.013596002542842104,0.8765627883767507,0.016836075547018655,460,405,146293,doubletail
dataset\doubletail\dt3.png,251.78279126762982,19.85856364975371,0.0007024609367363155,0.002122993115335703,0.004222570918500423,0.002482028678059578,0.0028176489286124706,0.004846980795264244,0.0111691290512681,0.971636176109314,249.16653007703655,26.497789830813637,0.00024976389249786735,0.0012878450797870755,0.00472209881991148,0.012511610053479671,0.014845341444015503,0.010685211978852749,0.006415809970349073,0.9492823481559753,250.1131118239789,23.011236593728885,5.4635853302897885e-05,0.0005931892665103078,0.0026225207839161158,0.008437336422502995,0.014142880216240883,0.012324287556111813,0.00867929495871067,0.9531458616256714,4.935069192404056,23.124478223833695,0.95790696144104,0.003754263510927558,0.0019434753339737654,0.03450644388794899,0.0017405421240255237,0.00014829731662757695,0.0,0.0,5.069036301621124,24.18620324530889,0.9532551169395447,0.007828537374734879,0.010716431774199009,0.016304899007081985,0.007055830210447311,0.0029815565794706345,0.0012332092737779021,0.0006244097603484988,253.02304852444175,11.75010076043692,0.0,2.3415364921675064e-05,0.0005385534022934735,0.0012878450797870755,0.0023181212600320578,0.0058928667567670345,0.01349505502730608,0.9764441251754761,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.5410891406889361,186300.0,2.908545494819468,7.348595990515794,12.062813955923227,11.529256789639401,23.558864185629343,15.287818760284589,23.415875739708465,11.31049665459438,1.070464632414379,0.8090887966928358,0.6472969258433671,0.983939842498685,0.41899536690142963,0.002005916282264422,0.003488889409230337,0.003317176731371126,0.013229681316880137,0.016476611952763405,0.028277955994723738,0.003965001834203605,0.008445141701984843,0.9157983468752195,0.0049952779013588714,460,405,128121,doubletail
dataset\doubletail\dt4.png,251.0349379750584,20.023313961460353,0.00025665492285043,0.0008094501681625843,0.0022506662644445896,0.004244677722454071,0.008173472248017788,0.012641900219023228,0.014208153821527958,0.9574150443077087,250.7731367839163,20.7853962232088,0.0001645223965169862,0.0009608107502572238,0.002329637063667178,0.004764568526297808,0.008634135127067566,0.014359514228999615,0.0144516471773386,0.9543351531028748,251.69885163370733,16.853348437507996,0.0,9.871343354461715e-05,0.0010200388496741652,0.003639235394075513,0.006390049587935209,0.010555756278336048,0.017617058008909225,0.9606791734695435,5.095212398407424,27.47264908494499,0.9669836759567261,3.948537414544262e-05,0.00030272119329310954,0.004955414216965437,0.01285248901695013,0.014866243116557598,0.0,0.0,1.6070678819387318,9.053548778125808,0.9818170070648193,0.013273666612803936,0.0037971767596900463,0.00048698627506382763,0.0001842650817707181,0.0003685301635414362,7.238985563162714e-05,0.0,251.83056167944457,16.444702342872386,0.0,9.871343354461715e-05,0.0010002960916608572,0.003362837713211775,0.006205784622579813,0.00984502024948597,0.01662992313504219,0.9628574252128601,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.491291865550889,186300.0,3.024153823511227,7.773299445332311,13.488636709361733,12.045225296304887,-24.88585578786932,-16.312373721411216,25.082609732849463,9.522030108371455,0.7780851879985836,0.8679615655700473,0.7691698691646804,0.9837545371874045,0.5916234232319737,0.001750518245533217,0.0035273600737060315,0.0033430949952288507,0.009509394228554506,0.01788029350794643,0.024625711559343226,0.0033759994735283474,0.006633542825178507,0.9250501793294067,0.00430390576157415,460,405,151955,doubletail
dataset\doubletail\dt5.png,246.9294695006624,36.353090258723455,0.009173547849059105,0.0068155876360833645,0.0077321091666817665,0.007448820397257805,0.008057057857513428,0.007790433242917061,0.00782376155257225,0.9451586604118347,245.32709820945016,41.264572602133,0.010023413226008415,0.015097609721124172,0.008940251544117928,0.00835700985044241,0.006998891942203045,0.003907714504748583,0.00359943020157516,0.9430756568908691,245.94032611503178,39.89022762957212,0.011664819903671741,0.010465010069310665,0.00957348383963108,0.006157358642667532,0.0051575168035924435,0.005949058104306459,0.00702388770878315,0.9440088868141174,5.345370316366576,23.61646848439426,0.9491663575172424,0.0067655956372618675,0.0037244101986289024,0.037035804241895676,0.0005082528805360198,0.0027995568234473467,0.0,0.0,8.64942217482232,39.25089521958836,0.9505078196525574,0.0025995883625000715,0.001724726869724691,0.0041910032741725445,0.01089827436953783,0.011031586676836014,0.008881927467882633,0.010165057145059109,248.90465676267925,27.807386342386117,0.0004249327175784856,0.004007698968052864,0.007282180245965719,0.008340345695614815,0.010206717066466808,0.01089827436953783,0.011198227293789387,0.9476416110992432,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.45417394534780225,186300.0,2.8666058030259443,7.611834960348838,11.833342480722203,11.40920745270613,23.063180012491536,15.41598846796655,23.457745372806233,19.486845023329884,1.5784847820619499,0.7362903653446663,0.5981967471433176,0.9847921966472944,0.3578417818673581,0.0022579758204950883,0.0037077462735066948,0.0024079520742549096,0.01513926961564419,0.02507936243428124,0.02973695831493347,0.003524441963355802,0.01016505719927678,0.9028570476341246,0.00512418867012723,460,405,120019,doubletail
dataset\doubletail\dt6.png,250.43062835446926,19.31813635900192,0.0,8.375267498195171e-05,0.0006909595686011016,0.0015982802724465728,0.012869995087385178,0.02169194445014,0.01933290995657444,0.9437321424484253,250.7412670384355,18.29140211798279,2.093816874548793e-05,0.00044668096234090626,0.0005932481144554913,0.0017239092849195004,0.0074888854287564754,0.022536449134349823,0.02207580953836441,0.9451140761375427,251.39493575471633,16.656151539069885,2.791756014630664e-05,0.00044668096234090626,0.0005094954394735396,0.001919332193210721,0.006742090452462435,0.012227891013026237,0.023297203704714775,0.9548293948173523,3.6988323480761314,20.082232990202865,0.9724453687667847,0.002575394930317998,0.002728941384702921,0.014426399022340775,0.0030569727532565594,0.004766923375427723,0.0,0.0,2.0152290286783128,9.666993807288861,0.9749370217323303,0.018118496984243393,0.0061279041692614555,0.0007328359642997384,8.375267498195171e-05,0.0,0.0,0.0,251.69171337041715,15.089849406166394,0.0,6.97938958182931e-05,0.0005443923873826861,0.0010469084372743964,0.004718067590147257,0.01300958264619112,0.024665163829922676,0.9559460878372192,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.45727850561688765,186300.0,2.982561441442042,7.830540643050816,12.958848192362902,11.633061004510203,24.18035875132667,15.551442586806408,-24.010941497786174,8.516778608948824,0.8570124410783114,0.8256403402680395,0.7151536588893256,0.9852509348455678,0.5114459589012389,0.004096901848840375,0.004815779004599418,0.0037339735760299835,0.012116220799977666,0.013658665959421827,0.025474772995344747,0.005115892768654164,0.00782389603500862,0.9152283307393267,0.007935566272796433,460,405,143279,doubletail
dataset\doubletail\dt7.png,250.21021540358208,28.6423847768199,0.004837163258343935,0.005924454424530268,0.005761789157986641,0.0025769665371626616,0.0027396322693675756,0.00415225513279438,0.005076881032437086,0.9689308404922485,251.4652066710044,20.57818821163686,0.00011985890887444839,0.0005393651081249118,0.003193383803591132,0.008792507462203503,0.0063782064244151115,0.005864525213837624,0.005915893241763115,0.9691962599754333,253.86972192733126,8.23103546661316,0.0,1.712270204734523e-05,0.00013698161637876183,0.00035957671934738755,0.0009931166423484683,0.003955344203859568,0.007328516338020563,0.9872093200683594,1.6548748330536625,14.429879587236485,0.990522563457489,0.0008047669543884695,0.00017122701683547348,0.0017807609401643276,0.0023714941926300526,0.004349166061729193,0.0,0.0,4.002114653607753,27.06805884387915,0.9772096872329712,0.0025255985092371702,0.0013612547190859914,0.0013526934199035168,0.0020204787142574787,0.005453580524772406,0.005539193749427795,0.0045375158078968525,253.8820160268484,8.142372822937805,0.0,8.561351023672614e-06,0.00014554295921698213,0.00033389267628081143,0.0009759939857758582,0.003878291929140687,0.007268586661666632,0.9873891472816467,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.4614700360659016,186300.0,2.858135083559535,7.563967314223669,11.511596404141589,10.647271693453613,-22.1221102719608,-14.84195683463351,21.76505242230646,12.220238123546467,1.1660888710442059,0.7728110547292811,0.5977596884060267,0.987975064578082,0.3573198776805107,0.000530803739597959,0.0014383069072976952,0.0011900277387760694,0.009468853806376494,0.0191174959761652,0.03350912639978083,0.001977671997534331,0.004528954487860005,0.9260898599363035,0.0021488990103078662,460,405,116804,doubletail
dataset\doubletail\dt8.png,245.80584866597655,31.303939340159417,0.003656459739431739,0.003188967239111662,0.005075633525848389,0.009625338017940521,0.013123184442520142,0.017464186996221542,0.03159748762845993,0.9162687659263611,238.16156877149632,46.22615482283938,0.0077219754457473755,0.008965839631855488,0.01513507217168808,0.025712091475725174,0.029343506321310997,0.026396634057164192,0.021713361144065857,0.8650115132331848,242.89791130998097,34.11928697171916,0.00012522122415248305,0.0012856045505031943,0.007162653841078281,0.01962633989751339,0.029627341777086258,0.029410291463136673,0.03022005595266819,0.8825424909591675,19.324590109192908,46.684239126831194,0.8442498445510864,0.01035162154585123,0.019517814740538597,0.05990583449602127,0.0353541262447834,0.030620763078331947,0.0,0.0,16.15009850736301,44.158874016968575,0.8651283979415894,0.021679967641830444,0.027957724407315254,0.03590510040521622,0.024259524419903755,0.012029585428535938,0.006469763349741697,0.006569940131157637,249.75403212341803,17.162275992843128,0.0,3.339232716825791e-05,0.000217050124774687,0.002262330148369074,0.006820382550358772,0.014475573785603046,0.035512737929821014,0.9406785368919373,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.4493642307940509,186300.0,2.882251204535397,7.663722463809318,11.655246166642694,11.43438885100751,-23.368900934171666,15.272464482707589,-23.018673404453523,27.379415298883384,2.3174151996639827,0.6562840319244354,0.5314001435841401,0.9753684933257873,0.2823899542863317,0.01078572144121281,0.012455337763381974,0.009733863158246234,0.027173005643303168,0.03758306341202792,0.04829365211874311,0.012789261027815808,0.02234781447223428,0.7955721775136074,0.02326610344942732,460,405,119788,doubletail
dataset\doubletail\dt9.png,251.78954442717367,18.209984691708996,0.0011488815071061254,0.0011638995492830873,0.0011413724860176444,0.0025530699640512466,0.004497908521443605,0.00747148459777236,0.013478708453476429,0.9685446619987488,246.5063113393856,33.42921511610596,0.0022076547611504793,0.004160002339631319,0.007952062413096428,0.014552499167621136,0.018907736986875534,0.014424845576286316,0.005834516137838364,0.9319607019424438,244.4722128359352,40.51846625764246,0.0045279450714588165,0.009318705648183823,0.01751856692135334,0.018900226801633835,0.010159716941416264,0.004355237353593111,0.0034766807220876217,0.9317429065704346,7.574718599115436,28.047471769809157,0.9316303133964539,0.0020499650854617357,0.004813287872821093,0.05608494207262993,0.0038446232210844755,0.0015768961748108268,0.0,0.0,10.118177107972336,39.49724255753891,0.9335000514984131,0.0028083771467208862,0.004625562112778425,0.011796685867011547,0.019373295828700066,0.015498637221753597,0.007771845441311598,0.004625562112778425,252.3661928468984,14.006381991127606,7.509029728680616e-06,9.761738328961655e-05,0.0004955959739163518,0.0019148025894537568,0.0044828904792666435,0.008124769665300846,0.014770261012017727,0.9701065421104431,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.4254591874142964,186300.0,2.9496318555987755,7.9034900730834385,12.206608639347408,11.250659882495535,23.128190804907163,16.758207363582184,23.131439629208383,34.25444460173798,2.2946855641983377,0.7287818968790837,0.65781253408184,0.9648705810638679,0.432719474662518,0.00627754875237473,0.006532855759050258,0.003904695396213947,0.012622678771222395,0.012630187800830498,0.027775900520375752,0.004325201054267757,0.011203472175290788,0.9029082471672186,0.011819212603155294,460,405,133173,doubletail
dataset\halfmoon\hm1.png,253.88648809967918,11.82567584502416,0.00026859657373279333,0.0006491084350273013,0.001066925353370607,0.0014996642712503672,0.001447437098249793,0.0015966574428603053,0.0027904200833290815,0.9906811714172363,252.29024845183915,20.139515021945204,0.0002760576026048511,0.00161157944239676,0.004260240122675896,0.008117585442960262,0.001544430386275053,0.0011937626404687762,0.0019846302457153797,0.981011688709259,252.45319704543758,18.9329142145516,6.714914343319833e-05,0.0005968813202343881,0.0038275013212114573,0.008639857172966003,0.0016712676733732224,0.0018204879015684128,0.002491979394108057,0.980884850025177,2.2870775199582183,16.640475729442368,0.9810564517974854,0.0014175930991768837,0.0009923151228576899,0.012997089885175228,0.0019398642471060157,0.0015966574428603053,0.0,0.0,2.147496829068119,17.51645332104479,0.9850108027458191,0.0013952100416645408,0.0008505558362230659,0.0008729388937354088,0.00764754181727767,0.0038573453202843666,0.0003655898035503924,0.0,254.0653883458927,9.850410257033104,2.9844064556527883e-05,0.0002312915021320805,0.0007386406068690121,0.0011489965254440904,0.001544430386275053,0.002036857418715954,0.0033574572298675776,0.9909124970436096,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.5239353406989059,186300.0,2.94012287238489,7.476960748937134,11.700207887227494,10.777818166173333,22.19249705255262,14.8123361856964,-22.144808365975944,15.277269835147282,1.0944852037484012,0.8162461844977379,0.6999972987970695,0.9844215911145406,0.4899975718828631,0.0007461016190405133,0.0011415354771319853,0.0009102439752294262,0.00700589420279042,0.007378945012310676,0.021413116466462732,0.0011863015742744163,0.004901887637096172,0.9532567335671118,0.0020592404685518166,460,405,134030,halfmoon
dataset\halfmoon\hm10.png,247.5221957357619,20.310670948759313,0.00022140385408420116,0.0003542461490724236,0.0009446564363315701,0.0017048096051439643,0.0051513295620679855,0.02158687449991703,0.0750337615609169,0.8950029015541077,244.82668506778649,25.457835478658513,0.00022878397430758923,0.0003468660288490355,0.000981557066552341,0.002826589159667492,0.012354334816336632,0.05110000818967819,0.07251714169979095,0.8596447110176086,242.21459198960878,31.117265599632233,2.2140384317026474e-05,0.00013284230954013765,0.0007896737079136074,0.01170488353818655,0.03546151518821716,0.04441361129283905,0.06561671942472458,0.8418586254119873,17.365877238946414,39.06767555736977,0.8302275538444519,0.011896766722202301,0.0339190699160099,0.11211153119802475,0.006095985881984234,0.005749119911342859,0.0,0.0,7.723791319493133,21.459503287808047,0.9052391648292542,0.04775680974125862,0.032280679792165756,0.013682757504284382,0.0007749134674668312,0.00011808205454144627,5.166089613339864e-05,9.594166476745158e-05,248.11461339198075,18.308472672991297,2.2140384317026474e-05,0.00013284230954013765,0.0003468660288490355,0.00115130003541708,0.004162392113357782,0.0178377702832222,0.07611864060163498,0.9002280235290527,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.47113695116707144,186300.0,2.942421815247019,7.692133117397997,13.226595131692164,11.820704170542758,24.35393546352599,15.673733610543213,25.026784217339774,10.314674355992798,1.2254650607721946,0.7520601630691802,0.5910780616671768,0.9882743216338442,0.34937515333246,0.004250953881578462,0.011262075734876273,0.008169801991158606,0.02602971239640145,0.06304843578181389,0.05440630558159101,0.014088664860995284,0.013815600115130002,0.7923231905770522,0.0126052590794028,460,405,135499,halfmoon
dataset\halfmoon\hm2.png,252.2777145340895,16.20339698313535,0.0,0.0005795421893708408,0.0011797822080552578,0.0032909715082496405,0.005816119723021984,0.007306370884180069,0.009945357218384743,0.9718818664550781,252.40360971974997,15.500241770328229,0.0,0.0003829117922578007,0.0009935008129104972,0.0027631742414087057,0.0059506562538445,0.00721323024481535,0.010328269563615322,0.9723682403564453,251.69900028977108,19.22906627829038,0.000310469011310488,0.0012004801537841558,0.0025251479819417,0.004005050286650658,0.006302521098405123,0.008693132549524307,0.008351616561412811,0.9686115980148315,3.5824295235335515,17.00488962480161,0.9562135338783264,0.010038497857749462,0.022519351914525032,0.011187233962118626,4.1395869629923254e-05,0.0,0.0,0.0,1.3827875977977397,9.36391488524034,0.9831001162528992,0.010348967276513577,0.004005050286650658,0.0019663036800920963,0.000465703516965732,0.00010348967043682933,1.0348967407480814e-05,0.0,252.52570683445794,14.822993215749252,0.0,0.00026907314895652235,0.0009935008129104972,0.0020283975172787905,0.005660885013639927,0.007699631620198488,0.01019373256713152,0.9731547832489014,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.44321030201569284,186300.0,2.7522604721317956,7.43034497633343,10.304634487720639,9.525407534890114,19.56318695046852,13.342292252672985,19.622775359826512,12.925104398481581,1.5562184230738776,0.6688266646969064,0.4917192687332508,0.9884220630798274,0.24179140548969857,0.0005588442273461109,0.0012315270935960591,0.0009210580784037753,0.010980254170633771,0.027704185122324792,0.0378875688206317,0.002276772778076748,0.00684066730140332,0.9093947923997185,0.002204330007865215,460,405,96628,halfmoon
dataset\halfmoon\hm3.png,241.00709261826665,36.07454384607622,0.0008115510572679341,0.004590335767716169,0.009687891229987144,0.017372265458106995,0.023720961064100266,0.029562437906861305,0.05037534236907959,0.8638792037963867,237.05602238528388,39.47396579283401,0.0024092921521514654,0.007473032921552658,0.009239846840500832,0.013382138684391975,0.026443039998412132,0.05487268790602684,0.08346295356750488,0.8027170300483704,209.19729144828054,76.95020929678373,0.019992899149656296,0.0468924343585968,0.09651540219783783,0.06800967454910278,0.032487403601408005,0.007929529994726181,0.003761877305805683,0.7244107723236084,25.209422446150203,41.10467348130929,0.7223988175392151,0.019282791763544083,0.16304568946361542,0.09463869035243988,0.00037196092307567596,0.0002620633749756962,0.0,0.0,39.904008724174076,70.55197491015052,0.740362823009491,0.01749061606824398,0.010110573843121529,0.03288472443819046,0.07240556925535202,0.08611740171909332,0.029816048219799995,0.010812227614223957,242.17528657897407,33.750079299315956,0.0005748486728407443,0.004252189304679632,0.008698812685906887,0.01178439799696207,0.019747743383049965,0.03373854607343674,0.04964832961559296,0.8715551495552063,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.5405221155910528,186300.0,2.8999180570906367,7.333474490335165,11.184931807334456,10.567993523418508,21.513365804087186,14.429547450394328,-21.727237846177147,33.49084187398992,2.799910265473167,0.5903480532195511,0.4510759014518076,0.962253589356381,0.20347230848601253,0.013863997565346769,0.020491664694146688,0.015596997261015115,0.041363743955635204,0.07384269434957563,0.06060426740607987,0.02148074256923545,0.02347580563351706,0.7004193013897813,0.028860785175666995,460,405,118292,halfmoon
dataset\halfmoon\hm4.png,247.79719203422164,18.261976192972377,7.225851277326001e-06,0.00012283946853131056,0.0003685184055939317,0.001445170259103179,0.005708422511816025,0.017739465460181236,0.06042256951332092,0.9141857624053955,245.58694144170184,23.416139332768214,8.67102135089226e-05,0.00026013064780272543,0.0013151048915460706,0.005549453664571047,0.012348979711532593,0.02415602095425129,0.06466414034366608,0.8916194438934326,238.1091031273484,33.84546504572251,0.0002890340401791036,0.0013945893151685596,0.004436672665178776,0.010535291396081448,0.02667061612010002,0.07201283425092697,0.09400832653045654,0.7906526327133179,26.773910341638246,43.825474638630965,0.7228163480758667,0.0013006532099097967,0.1699737012386322,0.09335076808929443,0.01157581340521574,0.0009827157482504845,0.0,0.0,11.996401526099774,24.10532265902478,0.8232773542404175,0.12746401131153107,0.03677235543727875,0.009010636247694492,0.0025362737942487,0.0007803919143043458,9.393606887897477e-05,6.503266195068136e-05,248.16045725186427,17.555753573726946,7.225851277326001e-06,0.00010838776506716385,0.0002818081993609667,0.0010043933289125562,0.0053110006265342236,0.01679287850856781,0.05730822682380676,0.9191860556602478,185436.0,1726.0,1.1358024691358024,0.9953623188405797,1.0,485.9058017944524,0.4959726453272655,186300.0,2.9650411644805135,7.636316124149636,11.647910323045013,11.34504961707459,23.068746853761663,15.476815401523297,22.9354771328208,13.93952292623034,1.654322677182612,0.6857931995216074,0.5353754615680013,0.9736205386548976,0.28663034833004314,0.005715648303370137,0.01524654604312388,0.011178391814555756,0.03834036649517313,0.09193450488467542,0.07267761142262559,0.02003005954101393,0.019618186022313428,0.7064570206370311,0.018801664836117695,460,405,138392,halfmoon
